,﻿OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax,northing,easting
786,61047,RF4VH,Hospital,UNKNOWN,Independent Sector,Visible,False,Victoria Hospital (Romford),Pettits Lane,,,Romford,Essex,RM1 4HL,51.58365631,0.187298119,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,,189519.1094,551525.3125
597,42922,RX2E9,Hospital,Hospital,NHS Sector,Visible,True,The Hellingly Centre,The Drive,,,Hailsham,,BN27 4EP,50.89032364,0.263305724,RX2,Sussex Partnership NHS Foundation Trust,01323 440022,info@sussexpartnership.nhs.uk,http://www.sussexpartnership.nhs.uk/location-hellingly-centre,,112594.6719,559165.6875
788,61394,RH836,Hospital,UNKNOWN,Independent Sector,Visible,True,Crediton Hospital,Western Road,,,Crediton,Devon,EX17 3NH,50.79237747,-3.674112558,RH8,Royal Devon and Exeter NHS Foundation Trust,01363 775588,,,,100599.7813,282019.375
147,18806,NV313,Hospital,Hospital,Independent Sector,Visible,True,Circle Nottingham NHS Treatment Centre,Nottingham NHS Treatment Centre,Lister Road,,Nottingham,,NG7 2FT,52.94232941,-1.182427764,NV3,Circle Health,0115 9705800,nottingham@circlepartnership.co.uk,http://www.circlenottingham.co.uk,,338674.3438,454934.875
912,73632,R1D01,Hospital,UNKNOWN,Independent Sector,Visible,False,Shelton Hospital,Shelton,Bicton Heath,,Shrewsbury,Shropshire,SY3 8DN,52.71236801,-2.799875736,R1D,Shropshire Community Health NHS Trust,,,,,313083.3125,345969.6563
766,59938,R1CA7,Hospital,UNKNOWN,Independent Sector,Visible,False,Leigh House Hospital,Alresford Road,,,Winchester,Hampshire,SO21 1HD,51.06240845,-1.283552766,R1C,Solent NHS Trust,,,,,129533.6719,450200.25
542,42362,RVV01,Hospital,Hospital,NHS Sector,Visible,True,William Harvey Hospital (Ashford),Kennington Road,Willesborough,,Ashford,Kent,TN24 0LZ,51.14148712,0.916223049,RVV,East Kent Hospitals University NHS Foundation Trust,01233 633331,,http://www.ekhuft.nhs.uk/williamharvey,,142126.3906,603968.9375
641,43209,RXQ50,Hospital,Hospital,NHS Sector,Visible,True,Wycombe Hospital,Wycombe Hospital,Queen Alexandra Road,,High Wycombe,Buckinghamshire,HP11 2TT,51.62644196,-0.753413498,RXQ,Buckinghamshire Healthcare NHS Trust,01494 526 161,,http://www.buckshealthcare.nhs.uk,01494 734753,192746.375,486279.5
32,18373,NT233,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Plymouth Hospital",,Derriford Road,,Plymouth,Devon,PL6 8BG,50.41867447,-4.114448071,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/plymouthhospital,0845 280 3251,59849.68359,249804.5
1015,1095950,R1J13,Hospital,Hospital,NHS Sector,Visible,True,Stroud General Hospital,,Trinity Road,,Stroud,Gloucestershire,GL5 2HY,51.74302673,-2.208121777,R1J,Gloucestershire Care Services NHS Trust,0300 421 8080,,http://www.glos-care.nhs.uk,,204996.0313,385632.0625
604,42986,RX3NH,Hospital,Hospital,NHS Sector,Visible,True,"Sandwell Park Hospital, Hartlepool",,Lancaster Road,,Hartlepool,,TS24 8LN,54.69326782,-1.212324739,RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",01429 285601,,http://www.tewv.nhs.uk/sandwellpark,,533433.4375,450764.6563
158,18836,NVC11,Hospital,Hospital,Independent Sector,Visible,True,North Downs Hospital,46 Tupwood Lane,,,Caterham,Surrey,CR3 6DP,51.27355576,-0.079138406,NVC,Ramsay Healthcare UK Operations Limited,01883 348981,northdowns.enquiries@ramsayhealth.co.uk,http://www.northdownshospital.co.uk,01883 341163,154520.875,533973.6875
438,41440,RPA02,Hospital,Hospital,NHS Sector,Visible,True,Medway Maritime Hospital,Windmill Road,,,Gillingham,Kent,ME7 5NY,51.37985992,0.542076051,RPA,Medway NHS Foundation Trust,01634 830 000,choices@medway.nhs.uk,http://www.medway.nhs.uk,01634 829 470,167656.3594,576886.25
1101,4209620,RNQ18,Hospital,UNKNOWN,Independent Sector,Visible,False,Market Harborough District Hospital,58 Coventry Road,,,Market Harborough,Leicestershire,LE16 9DD,52.477314,-0.927163541,RNQ,Kettering General Hospital NHS Foundation Trust,,,,,287180.5,472856.8125
859,68442,RQ8MG,Hospital,UNKNOWN,Independent Sector,Visible,False,Old Church Hospital,Waterloo Road,,,Romford,Essex,RM7 9BH,51.5748558,0.17789875,RQ8,Mid Essex Hospital Services NHS Trust,,,,,188521.1719,550903.4375
764,59676,NQT95,Hospital,UNKNOWN,NHS Sector,Visible,True,Haslemere Hospital ,,Church Lane,,Haslemere,Surrey,GU27 2BJ,51.09174728,-0.708267331,NQT,Virgin Care Ltd,01483 782300,,,,133345.3594,490451.1875
67,18413,NT344,Hospital,Hospital,Independent Sector,Visible,True,Spire Dunedin Hospital,16 Bath Road,,,Reading,Berkshire,RG1 6NS,51.45022202,-0.986806393,NT3,Spire Healthcare,0118 9587676,spire.dunedin@nhs.net,https://www.spirehealthcare.com/spire-dunedin-hospital/,0118 9585531,172900.8594,470397.5625
1089,3774995,RMYNP,Hospital,Hospital,NHS Sector,Visible,True,"Airey Close, Lowestoft",,Lothingland,,Oulton,Suffolk,NR32 3JQ,52.49748993,1.718628645,RMY,Norfolk and Suffolk NHS Foundation Trust,01502 535000,,http://www.nsft.nhs.uk,,295384.75,652376.1875
734,45556,RNNYY,Hospital,Hospital,NHS Sector,Visible,True,Workington Community Hospital,,Park Lane,,Workington,,CA14 2RW,54.64269257,-3.55132699,RNN,Cumbria Partnership NHS Foundation Trust,01900 705000,,http://www.cumbriapartnership.nhs.uk,,528626.8125,299897.6875
189,39933,R1D34,Hospital,Hospital,NHS Sector,Visible,True,Whitchurch Community Hospital,,Claypit Street,,Whitchurch,Shropshire,SY13 1NT,52.97274017,-2.679201841,R1D,Shropshire Community Health NHS Trust,01948 666292,whitchurch.reception@shropcom.nhs.uk,http://www.shropscommunityhealth.nhs.uk,01948 660824,341960.0,354394.5
1114,4842842,NMV58,Hospital,UNKNOWN,NHS Sector,Visible,True,Beverley House,527 - 529 City Road,Edgbaston,,Birmingham,West Midlands,B17 8LL,52.47527695,-1.960809231,NMV,Partnerships In Care Ltd,01214 203 701,info@priorygroup.com,http://www.priorygroup.com/beverley-house,,286413.6563,402661.625
424,41341,RNQ51,Hospital,Hospital,NHS Sector,Visible,True,Kettering General Hospital,,Rothwell Road,,Kettering,Northamptonshire,NN16 8UZ,52.40114594,-0.741529107,RNQ,Kettering General Hospital NHS Foundation Trust,01536 492000,enquiries@kgh.nhs.uk,http://www.kgh.nhs.uk,01536 493767,278912.9375,485610.3438
883,70574,RXQ92,Hospital,UNKNOWN,Independent Sector,Visible,False,Paddocks Hospital,Aylesbury Road,Monks Risborough,,Princes Risborough,Buckinghamshire,HP27 0JS,51.72943878,-0.824545026,RXQ,Buckinghamshire Healthcare NHS Trust,,,,,204118.2031,481172.0938
504,41969,RTFFS,Hospital,Hospital,NHS Sector,Visible,True,North Tyneside General Hospital,Rake Lane,,,North Shields,,NE29 8NH,55.02524185,-1.467324495,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/north-tyneside,,570215.9375,434049.625
802,61968,RNU75,Hospital,Hospital,Independent Sector,Visible,True,The Fulbrook Centre,Churchill Hospital,Old Road,Headington,Oxford,Oxfordshire,OX3 7JU,51.74965668,-1.214199066,RNU,Oxford Health NHS Foundation Trust,01865 902400,,,,206004.9531,454240.4688
746,58580,NNF16,Hospital,Hospital,NHS Sector,Visible,True,Bridlington Hospital - City Health Care Partnership Cic,Bessingby Road,,,Bridlington,Yorkshire(East Riding),YO16 4QP,54.08653259,-0.215725005,NNF,City Health Care Partnership Cic,00000 000000,,,,467116.4375,516698.5938
85,18436,NT414,Hospital,Hospital,Independent Sector,Visible,True,BMI Fawkham Manor Hospital,Manor Lane,Fawkham,,Longfield,Kent,DA3 8ND,51.37290573,0.286065489,NT4,BMI Healthcare,01474 879900,fawkham@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-fawkham-manor-hospital,01474 879827,166296.4844,559098.5
68,18414,NT345,Hospital,Hospital,Independent Sector,Visible,True,Spire Clare Park Hospital,Crondall Lane,,,Farnham,Surrey,GU10 5XX,51.22512817,-0.847474158,NT3,Spire Healthcare,01252 895421,cservice-cp@spirehealthcare.com,https://www.spirehealthcare.com/spire-clare-park-hospital/,01252 851705,148014.4844,480471.4063
1192,9445753,RRK98,Hospital,UNKNOWN,Independent Sector,Visible,True,Good Hope Hospital,Rectory Road,,,Sutton Coldfield,West Midlands,B75 7RR,52.56736755,-1.812028766,RRK,University Hospitals Birmingham NHS Foundation Trust,0121 424 2000,,,,296672.125,412739.3125
962,78486,NN801,Hospital,Hospital,NHS Sector,Visible,True,"Spencer Private Hospitals, Margate",Spencer Private Hospitals,Queen Elizabeth The Queen Mother Hospital,Ramsgate Road,Margate,Kent,CT9 4BG,51.37719727,1.390478611,NN8,East Kent Medical Services Ltd,01843 234555,enquiries@spencerhospitals.com,http://www.spencerprivatehospitals.com,,169749.9219,635921.375
1139,6518172,DAM05,Hospital,UNKNOWN,NHS Sector,Visible,False,South View - Hazeldene Independent Hospital,West Avenue,,,Billingham,Cleveland,TS23 1DA,54.59230423,-1.292985201,DAM,Barchester Healthcare Ltd,,,,,522144.9063,445679.3125
211,40055,RA979,Hospital,Hospital,NHS Sector,Visible,True,Totnes Hospital - Torbay and South Devon NHS Foundation Trust,Coronation Road,,,Totnes,Devon,TQ9 5GH,50.4327774,-3.68417573,RA9,Torbay and South Devon NHS Foundation Trust,01803 862622,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/totnes-community-hospital/,,60636.46094,280401.6875
1187,8837168,NYW0A,Hospital,UNKNOWN,NHS Sector,Visible,False,Aspen Healthcare - Claremont Hospital,The Surgery @ Wheatbridge,30 Wheatbridge Road,,Chesterfield,Derbyshire,S40 2AB,53.23394394,-1.439604998,NYW,Aspen Healthcare Limited,,,,,370945.4375,437400.9375
24,18365,NT218,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Haywards Heath Hospital",,Burrell Road,,Haywards Heath,,RH16 1UD,51.00840378,-0.106121421,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/haywards-heathhospital,0845 280 3251,124991.3203,532850.9375
638,43200,RXPCW,Hospital,Hospital,NHS Sector,Visible,True,Shotley Bridge Hospital,Shotley Bridge Hospital,Shotley Bridge,,Consett,County Durham,DH8 0NB,54.8690834,-1.842782617,RXP,County Durham and Darlington NHS Foundation Trust,0191 333 2333,information@cddft.nhs.uk,http://www.cddft.nhs.uk,0191 333 2685,552722.125,410088.7188
437,41438,RP7LP,Hospital,Hospital,NHS Sector,Visible,True,Manthorpe Centre,Manthorpe Centre,Grantham Hospital Site,,101 Manthorpe Road,,NG31 8DG,52.92108917,-0.640699148,RP7,Lincolnshire Partnership NHS Foundation Trust,01476 464848,,,,336863.8438,491378.2813
822,63030,RT2C2,Hospital,UNKNOWN,Independent Sector,Visible,False,Watergrove Day Hospital,Birch Hill Hospital,Birch Road,,Rochdale,Lancashire,OL12 9QB,53.64026642,-2.121371508,RT2,Pennine Care NHS Foundation Trust,,,,,416005.1563,391976.5
527,42257,RV934,Hospital,Hospital,NHS Sector,Visible,True,Newbridges - Inpatient Unit,,Birkdale Way,Newbridge Road,Hull,,HU9 2BH,53.74993896,-0.308325261,RV9,Humber NHS Foundation Trust,01482 335829,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,01482 336926,429526.8438,511536.375
543,42363,RVV02,Hospital,Hospital,NHS Sector,Visible,True,Buckland Hospital,Buckland Hospital,Coombe Valley Road,,Dover,Kent,CT17 0HD,51.13205338,1.292394757,RVV,East Kent Hospitals University NHS Foundation Trust,01304 222510,,http://www.ekhuft.nhs.uk/buckland,,142188.6563,630320.6875
149,18819,NV7R1,Hospital,Hospital,Independent Sector,Visible,True,Bupa Cromwell Hospital,164-178 Cromwell Road,,,London,,SW5 0TU,51.49510574,-0.19137083,NV7,Bupa Group,020 7460 2000,info@cromwellhospital.com,http://www.bupacromwellhospital.com/,,178956.0469,525538.625
193,39964,R1HKH,Hospital,Hospital,NHS Sector,Visible,True,Whipps Cross University Hospital,Whipps Cross Road,,,London,,E11 1NR,51.57883072,0.002652787,R1H,Barts Health NHS Trust,020 3416 5000,wxpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk/,,188615.9688,538749.9375
623,43074,RXH05,Hospital,Hospital,NHS Sector,Visible,True,Brighton General Hospital,Elm Grove,,,Brighton,East Sussex,BN2 3EW,50.83045959,-0.115462601,RXH,Brighton and Sussex University Hospitals NHS Trust,01273 696011,sct.communications@nhs.net,http://www.sussexcommunity.nhs.uk/,01273 626653,105190.625,532701.0625
198,39985,RA430,Hospital,Hospital,NHS Sector,Visible,True,Yeovil District Hospital,Higher Kingston,,,Yeovil,Somerset,BA21 4AT,50.94484711,-2.634698391,RA4,Yeovil District Hospital NHS Foundation Trust,01935 475122,communications@ydh.nhs.uk,http://www.yeovilhospital.nhs.uk/,01935 426850,116409.1563,355415.1563
166,18844,NVC19,Hospital,Hospital,Independent Sector,Visible,True,Rivers Hospital,High Wych Road,,,Sawbridgeworth,Hertfordshire,CM21 0HH,51.80709457,0.130471587,NVC,Ramsay Healthcare UK Operations Limited,01279 600282,rivers.enquiries@ramsayhealth.co.uk,https://www.rivershospital.co.uk,01279 600212,214246.8594,546863.8125
852,66640,TAHXN,Hospital,Hospital,NHS Sector,Visible,False,Forest Lodge,1-5 Forest Close,Oughtibridge,,Sheffield,South Yorkshire,S35 0JW,53.42111969,-1.520314932,TAH,Sheffield Health and Social Care NHS Foundation Trust,0114 2716098,,http://www.shsc.nhs.uk,0114 2716996,391727.1563,431874.5625
172,18853,NVC28,Hospital,Hospital,Independent Sector,Visible,True,Clifton Park Hospital,Bluebeck Drive,Shipton Road,,York,North Yorkshire,YO30 5RA,53.9778595,-1.113929391,NVC,Ramsay Healthcare UK Operations Limited,01904 464550,clifton.enquiries@ramsayhealth.co.uk,http://www.cliftonparkhospital.co.uk,01904 464551,453917.9688,458106.0313
1135,6224175,RH8D4,Hospital,UNKNOWN,Independent Sector,Visible,False,Moretonhampstead Hospital,Ford Street,Moretonhampstead,,Newton Abbot,Devon,TQ13 8LN,50.66149139,-3.765950918,RH8,Royal Devon and Exeter NHS Foundation Trust,,,,,86198.64844,275200.2813
990,978694,RW506,Hospital,Hospital,NHS Sector,Visible,True,Windsor House,Windsor House,Upper Parliament Street,,Liverpool,,L8 7LF,53.39556885,-2.969381332,RW4,Mersey Care NHS Foundation Trust,0151 473 0303,,http://www.merseycare.nhs.uk,,389215.4375,335547.6875
35,18376,NT238,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Taunton Hospital",,Staplegrove Elm,,Taunton,Somerset,TA2 6AN,51.02984619,-3.126897812,NT2,Nuffield Health,0800 015 5020,,http://www.nuffieldhealth.com/tauntonhospital,0845 280 3251,126272.9297,320985.4063
821,62920,RRV20,Hospital,UNKNOWN,Independent Sector,Visible,False,Middlesex Hospital,Mortimer Street,,,London,Greater London,W1A 3AA,51.52456665,-0.112028055,RRV,University College London Hospitals NHS Foundation Trust,,,,,182370.875,530960.9375
945,76230,RKEAN,Hospital,Hospital,Independent Sector,Visible,False,St. Ann's Hospital,St. Ann's Road,,,London,Greater London,N15 3TH,51.58062744,-0.092082247,RKE,Whittington Health NHS Trust,,,,,188640.2031,532181.75
1136,6518169,DAM02,Hospital,UNKNOWN,NHS Sector,Visible,False,Arbour Lodge Independent Hospital,Buxton Lane,Marple,,Stockport,Cheshire,SK6 7QL,53.38997269,-2.072225094,DAM,Barchester Healthcare Ltd,,,,,388157.6563,395197.1875
386,41083,RKL48,Hospital,Hospital,NHS Sector,Visible,True,Cassel Hospital,The Cassel Hospital,1 Ham Common,,Richmond,Surrey,TW10 7JF,51.43291092,-0.308085978,RKL,West London NHS Trust,020 8483 2900,cassel.espdreferrals@wlmht.nhs.uk,https://www.westlondon.nhs.uk/,020 8483 2996,171846.75,517597.6563
1212,10398515,DX102,Hospital,UNKNOWN,NHS Sector,Visible,False,The New Foscote Hospital (Ginsburg Yard),Ground Floor,Ginsburg Yard,,London,,NW3 1EW,51.55677032,-0.177716881,DX1,The New Foscote Hospital Ltd,,,,,185836.125,526315.5
479,41810,RRV90,Hospital,Hospital,NHS Sector,Visible,True,Uclh Outreach - St Anthony's,St. Anthonys Hospital,London Road,,Sutton,Surrey,SM3 9DW,51.37992096,-0.220803648,RRV,University College London Hospitals NHS Foundation Trust,,,,,166098.5156,523806.9063
564,42671,RWDLA,Hospital,Hospital,NHS Sector,Visible,True,Pilgrim Hospital,Sibsey Road,,,Boston,Lincolnshire,PE21 9QS,52.99112701,-0.009952853,RWD,United Lincolnshire Hospitals NHS Trust,01205 364801,,http://www.ulh.nhs.uk,,345641.875,533559.9375
361,40970,RJ866,Hospital,Hospital,NHS Sector,Visible,True,Bodmin Hospital - Cornwall Partnership NHS Foundation Trust,Boundary Road,,,Bodmin,Cornwall,PL31 2QT,50.46724701,-4.74114418,RJ8,Cornwall Partnership NHS Foundation Trust,01208 251300,cpn-tr.enquiries@nhs.net,http://www.cornwallft.nhs.uk,01208 251580,66703.48438,205493.375
1068,3028092,RDU50,Hospital,Hospital,Independent Sector,Visible,True,Wexham Park Hospital,Wexham Park,,,Slough,Berkshire,SL2 4HL,51.53200912,-0.573977947,RDU,Frimley Health NHS Foundation Trust,01753 633000,,https://www.fhft.nhs.uk/,,182472.7969,498902.9375
231,40163,RBL14,Hospital,Hospital,NHS Sector,Visible,True,Arrowe Park Hospital,Arrowe Park Road,,Upton,Wirral,Merseyside,CH49 5PE,53.36962891,-3.096800804,RBL,Wirral University Teaching Hospital NHS Foundation Trust,0151 678 5111,wih-tr.patientrelations@nhs.net,http://www.wuth.nhs.uk,0151 604 7148,386452.6875,327031.75
831,63844,RW5CG,Hospital,UNKNOWN,Independent Sector,Visible,False,Devonshire Road Hospital,Devonshire Road,,,Blackpool,Lancashire,FY3 8AZ,53.82471466,-3.04077673,RW5,Lancashire Care NHS Foundation Trust,,,,,437019.625,331499.0313
523,42211,RV504,Hospital,Hospital,NHS Sector,Visible,True,Maudsley Hospital,,Denmark Hill,,London,,SE5 8AZ,51.46873856,-0.091426156,RV5,South London and Maudsley NHS Foundation Trust,020 3228 6000,,http://www.slam.nhs.uk/our-services/hospital-care/maudsley-hospital,,176200.4375,532551.75
519,42187,RTXBW,Hospital,Hospital,NHS Sector,Visible,True,Westmorland General Hospital,,Burton Rd,,Kendal,,LA9 7RG,54.30670929,-2.732536793,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,01539 732288,trusthq@mbht.nhs.uk,http://www.uhmb.nhs.uk/,01539 740852,490387.625,352341.2188
385,41078,RKEQ4,Hospital,Hospital,NHS Sector,Visible,True,The Whittington Hospital,Magdala Avenue,Magdala Avenue,,London,,N19 5NF,51.56631088,-0.138623089,RKE,Whittington Health NHS Trust,020 7272 3070,,http://www.whittington.nhs.uk,,186965.2031,528998.1875
940,75803,RJ803,Hospital,UNKNOWN,Independent Sector,Visible,True,Edward Hain Hospital,Albany Terrace,,,St. Ives,Cornwall,TR26 2BS,50.2076683,-5.479074955,RJ8,Cornwall Partnership NHS Foundation Trust,01736 571300,,http://www.cornwallft.nhs.uk/hospitals/edward-hain/,,40046.87109,151791.7969
228,40130,RBD01,Hospital,Hospital,NHS Sector,Visible,True,Dorset County Hospital,Williams Avenue,,,Dorchester,Dorset,DT1 2JY,50.71294403,-2.446922541,RBD,Dorset County Hospital NHS Foundation Trust,01305 251150,headquarters@dchft.nhs.uk,http://www.dchft.nhs.uk,01305 254155,90527.11719,368449.5938
184,39921,R1ARG,Hospital,Hospital,NHS Sector,Visible,True,Malvern Community Hospital,Malvern Community Hospital,185 Worcester Road,,Malvern,Worcestershire,WR14 1EX,52.12385178,-2.322845221,R1A,Worcestershire Health and Care NHS Trust,01684 612600,,http://www.hacw.nhs.uk/our-services/community-hospitals-welcome/malvern-community-hospital/,,247376.9688,377899.875
214,40060,RAE2H,Hospital,Hospital,NHS Sector,Visible,True,Shipley Hospital,,98 Kirkgate,,Shipley,West Yorkshire,BD18 3LT,53.83343506,-1.786266565,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 773390,,,,437508.6875,414064.625
1158,7658649,RTG50,Hospital,UNKNOWN,Independent Sector,Visible,False,Sir Robert Peel Community Hospital,Plantation Lane,Mile Oak,,Tamworth,Staffordshire,B78 3NG,52.6206665,-1.723852634,RTG,University Hospital of Derby and Burton NHS Foundation Trust,,,,,302619.4688,418692.5625
535,42324,RVN3Q,Hospital,Hospital,NHS Sector,Visible,True,Blackberry Hill Hospital,Manor Road,Fishponds,,Bristol,,BS16 2EW,51.48315048,-2.538818598,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,0117 3784012,,http://www.awp.nhs.uk,,176213.4219,362589.0625
450,41533,RQ8L0,Hospital,Hospital,NHS Sector,Visible,True,Broomfield Hospital,,Court Road,,Chelmsford,Essex,CM1 7ET,51.77461243,0.466733307,RQ8,Mid Essex Hospital Services NHS Trust,01245 362000,communications@meht.nhs.uk,http://www.meht.nhs.uk/,,211366.5156,570163.125
693,43800,RYJ01,Hospital,Hospital,NHS Sector,Visible,True,St Mary's Hospital (HQ),Praed Street,,,London,,W2 1NY,51.51697159,-0.173555061,RYJ,Imperial College Healthcare NHS Trust,020 3312 6666,,https://www.imperial.nhs.uk/our-locations/st-marys-hospital,,181418.0469,526714.4375
750,58618,NNH02,Hospital,Hospital,NHS Sector,Visible,True,Optegra Eye Hospital Yorkshire,937 Harrogate Road,Apperley Bridge,,Bradford,West Yorkshire,BD10 0RD,53.83239746,-1.710361242,NNH,Optegra UK,0808 301 2823,icare.yorkshire@optegra.com,https://www.optegra.com,01274 619 471,437410.9688,419060.0
285,40441,RDYER,Hospital,Hospital,NHS Sector,Visible,True,Blandford Community Hospital,,Milldown Road,,Blandford Forum,Dorset,DT11 7DD,50.86307526,-2.167970181,RDY,Dorset Healthcare University NHS Foundation Trust,01258 456541,,http://www.dorsethealthcare.nhs.uk,01258 450786,107138.4297,388180.0938
1209,10075671,NMJ0J,Hospital,UNKNOWN,NHS Sector,Visible,False,Hollyhurst Hospital,118 Woodland Road,,,Darlington,County Durham,DL3 9LN,54.5306282,-1.568474174,NMJ,Cygnet Health Care Limited,,,,,515138.6875,427922.5938
1125,5373149,NMJ23,Hospital,UNKNOWN,NHS Sector,Visible,True,Cygnet Hospital Sheffield,83 East Bank Road,,,Sheffield,South Yorkshire,S2 3PX,53.36959839,-1.459379077,NMJ,Cygnet Health Care Limited,0114 279 3350,,https://www.cygnethealth.co.uk/locations/cygnet-hospital-sheffield/,,386024.9688,435967.0625
711,43944,RYYC8,Hospital,Hospital,NHS Sector,Visible,True,Sittingbourne Memorial Hospital,Bell Road,,,Sittingbourne,Kent,ME10 4DT,51.33459854,0.736556947,RYY,Kent Community Health NHS Foundation Trust,01795 418300,,http://www.kentcht.nhs.uk,,163111.8281,590604.5625
787,61351,RH5F4,Hospital,Hospital,Independent Sector,Visible,True,Burnham On Sea War Memorial Hospital,,Burnham On Sea War Memorial Hospital,6 Love Lane,Burnham-On-Sea,Somerset,TA8 1ED,51.23880386,-2.993861675,RH5,Somerset Partnership NHS Foundation Trust,01278 773100,,http://www.sompar.nhs.uk/our_services/adult_services/hospitals/burnham_hospital,,149373.375,330627.125
587,42840,RWWHG,Hospital,Hospital,NHS Sector,Visible,True,Halton General Hospital,,Hospital Way,,Runcorn,Cheshire,WA7 2DA,53.32327271,-2.694666147,RWW,Warrington and Halton Hospitals NHS Foundation Trust,01928 714567,enquiries@whh.nhs.uk,http://www.whh.nhs.uk,,380960.5313,353734.4375
926,74783,RY412,Hospital,Hospital,Independent Sector,Visible,True,Queen Victoria Memorial Hospital,School Lane,,,Welwyn,Hertfordshire,AL6 9PW,51.82795715,-0.222852945,RY4,Hertfordshire Community NHS Trust,01438 841800,,,,215913.75,522452.875
508,41986,RTH05,Hospital,Hospital,NHS Sector,Visible,True,Horton General Hospital,,Oxford Road,,Banbury,Oxfordshire,OX16 9AL,52.05440903,-1.337175965,RTH,Oxford University Hospitals NHS Foundation Trust,0300 3047777,pals@ouh.nhs.uk,http://www.ouh.nhs.uk/hospitals/horton/default.aspx,,239812.0469,445443.4375
114,18471,NT450,Hospital,Hospital,Independent Sector,Visible,True,BMI The Lincoln Hospital,,Nettleham Road,,Lincoln,Lincolnshire,LN2 1QU,53.23808289,-0.533085406,NT4,BMI Healthcare,01522 578 000,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-lincoln-hospital,01522 514 021,372263.3125,497890.3438
657,43304,RXT27,Hospital,Hospital,NHS Sector,Visible,True,Hertford House,,29 Old Warwick Road,Olton,Solihull,West Midlands,B92 7JQ,52.43833923,-1.808046699,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,0121 678 4860,,http://www.bsmht.nhs.uk,,282321.9688,413047.3438
481,41821,RRVE1,Hospital,Hospital,NHS Sector,Visible,True,The Eastman Dental Hospital,,256 Gray's Inn Road,,London,,WC1X 8LD,51.52583313,-0.117021255,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7899,,http://www.uclh.nhs.uk,,182502.7656,530611.0
1032,1522066,NHM04,Hospital,Hospital,NHS Sector,Visible,True,Newmarket Community Hospital,56 Exning Road,,,Newmarket,Suffolk,CB8 7JG,52.25089264,0.400008351,NHM,Suffolk Community Healthcare,01638 558400,,http://www.suffolkcommunityhealthcare.com,,264170.375,563811.5
759,59350,NCK02,Hospital,Hospital,NHS Sector,Visible,True,St Catherine's Hospital,Church Road,,,Birkenhead,Merseyside,CH42 0LQ,53.3800354,-3.026516199,NCK,E-Logica Ltd,0151 514 2888,,,,387540.7188,331724.1875
713,43956,RYYCM,Hospital,Hospital,NHS Sector,Visible,True,Whitstable and Tankerton Hospital,Whitstable and Tankerton Hospital,Northwood Road,Tankerton,Whitstable,Kent,CT5 2HN,51.36136246,1.050066829,RYY,Kent Community Health NHS Foundation Trust,01227 594400,,http://www.kentcht.nhs.uk,,166948.625,612312.8125
781,60940,RDYFT,Hospital,Hospital,Independent Sector,Visible,True,Maiden Castle House,30 Maiden Castle Road,,,Dorchester,Dorset,DT1 2ER,50.70612717,-2.44437933,RDY,Dorset Healthcare University NHS Foundation Trust,,,,,89768.08594,368624.5938
371,41030,RJN68,Hospital,Hospital,NHS Sector,Visible,True,Knutsford and District Community Hospital,Knutsford District and Community Hospital,Bexton Road,,Knutsford,Cheshire,WA16 0BT,53.30203247,-2.378500462,RJN,East Cheshire NHS Trust,01565 757220,,http://www.eastcheshire.nhs.uk,,378439.6563,374778.7813
524,42212,RV505,Hospital,Hospital,NHS Sector,Visible,True,Bethlem Royal Hospital,Monks Orchard Road,Monks Orchard Road,,"Beckenham, London",,BR3 3BX,51.38092041,-0.029753098,RV5,South London and Maudsley NHS Foundation Trust,020 3228 6000,,http://www.slam.nhs.uk/our-services/hospital-care/bethlem-royal-hospital,,166549.5938,537097.25
264,40308,RD304,Hospital,Hospital,NHS Sector,Visible,True,Poole Hospital,Longfleet Road,,,Poole,Dorset,BH15 2JB,50.72199249,-1.973102927,RD3,Poole Hospital NHS Foundation Trust,01202 665511,,http://www.poole.nhs.uk/,,91438.3125,401898.4375
